causa_de_muerte,sexo,periodo,muertes,poblacion,tasa_mortalidad,causa_muerte_cat
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2000,615,3912891,15.717279116642914,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2001,601,3994792,15.044588053645848,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2002,665,4065821,16.35586023093491,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2003,662,4118108,16.075343337280128,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2004,675,4139000,16.308287025851655,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2005,688,4180461,16.457515092235045,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2006,652,4250166,15.340577285687194,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2007,672,4297068,15.6385702995624,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2008,706,4363318,16.180347157828056,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2009,795,4441642,17.89878607956247,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2010,808,4528679,17.84184747914348,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2011,811,4612933,17.581005403720365,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2012,828,4675622,17.70887381400806,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2013,874,4758563,18.366889331926465,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2014,903,4839814,18.65774180578014,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2015,1067,4897557,21.786372266826092,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2016,980,4960687,19.755328243850098,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2017,1024,5022684,20.3875059629473,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2018,976,5091496,19.16921863436601,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2019,1031,5173068,19.930145901813006,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2020,1098,5236250,20.969205060873715,III. Sangre
"042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Mujeres,2021,1144,5313145,21.531503469225854,III. Sangre
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1980,1981,1703406,116.29640848981394,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1981,2094,1731649,120.9251990443791,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1982,2104,1763122,119.33377270546225,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1983,2356,1786792,131.8564220121872,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1984,2582,1816834,142.11535010903583,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1985,2471,1854679,133.23060216889283,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1986,2596,1906263,136.18267783616426,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1987,2690,1973492,136.30660777950962,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1988,2704,2039771,132.56390055550352,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1989,2806,2102863,133.4371283340855,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1990,2905,2165697,134.13695452318584,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1991,2990,2229548,134.1078998971989,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1992,2823,2294607,123.02760341967056,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1993,3016,2361074,127.73847833655361,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1994,3048,2430501,125.40624340413767,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1995,3173,2501907,126.82325921786861,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1996,3208,2573444,124.65785150172297,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1997,3294,2643616,124.60206020844177,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1998,3622,2715352,133.38970417095095,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,1999,3682,2776465,132.61467369478814,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2000,3514,2836940,123.86585546398585,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2001,3757,2903761,129.38392656971425,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2002,3799,2960774,128.31104299078552,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2003,4104,3001136,136.74821800811426,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2004,3943,3015259,130.76820266517737,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2005,4104,3049867,134.56324488903942,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2006,3765,3112155,120.97726494984987,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2007,4259,3154365,135.01925110125174,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2008,4269,3214073,132.82212320628685,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2009,4310,3285475,131.18346662202575,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2010,4412,3364111,131.14906137163726,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2011,4529,3439265,131.6851129529129,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2012,4542,3498769,129.81708709548985,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2013,4366,3574425,122.14551990879653,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2014,4686,3647967,128.4551093801013,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2015,5197,3702295,140.37239063877945,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2016,4757,3759232,126.54180428342809,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2017,5015,3817681,131.36246847235273,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2018,5200,3881154,133.98076963707186,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2019,5173,3952736,130.87137618095417,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2020,5951,4007280,148.50472140703917,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Hombres,2021,5873,4073128,144.18893783843768,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1980,4192,2475332,169.35102038837618,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1981,4461,2528137,176.45404501417445,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1982,4666,2584400,180.54480730537068,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1983,5030,2629964,191.25737082332685,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1984,5127,2681698,191.1848388595584,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1985,5442,2739126,198.67651214292445,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1986,5631,2801065,201.0306794022988,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1987,5692,2878551,197.73837600931859,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1988,5894,2958475,199.2242625001056,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1989,5902,3032296,194.6379904864169,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1990,5974,3109970,192.09188513072473,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1991,6134,3186139,192.52141855706859,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1992,5829,3262630,178.65954766553364,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1993,6080,3343367,181.85260547226792,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1994,6124,3427229,178.68662992755955,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1995,6326,3513749,180.0356257660977,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1996,6235,3597952,173.29302892312072,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1997,6100,3680634,165.7323167693392,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1998,6476,3767437,171.89404892503842,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,1999,6626,3840517,172.52885483907505,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2000,6283,3912891,160.57181250384946,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2001,6421,3994792,160.73427602738766,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2002,6744,4065821,165.87055849236845,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2003,6949,4118108,168.74253904948583,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2004,6831,4139000,165.03986470161877,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2005,7158,4180461,171.22513521834077,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2006,6636,4250166,156.13507801812918,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2007,6815,4297068,158.59651278499663,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2008,6896,4363318,158.04486402320435,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2009,6986,4441642,157.28417553688476,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2010,7042,4528679,155.49788359916877,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2011,7166,4612933,155.34585046000018,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2012,7188,4675622,153.73355673320043,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2013,6774,4758563,142.3538996961898,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2014,7220,4839814,149.1792866420073,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2015,7751,4897557,158.2625786693243,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2016,6834,4960687,137.76317675354238,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2017,7289,5022684,145.12161226945594,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2018,7213,5091496,141.66759632139554,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2019,7126,5173068,137.75191047169687,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2020,8161,5236250,155.85581284316066,IV. Metabólicas
"044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas",Mujeres,2021,8009,5313145,150.73934552887226,IV. Metabólicas
046-049  V.Trastornos mentales y del comportamiento,Hombres,1980,230,1703406,13.50235939053872,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1981,270,1731649,15.592074375349739,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1982,266,1763122,15.086874305918707,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1983,432,1786792,24.17740845045198,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1984,494,1816834,27.190156062689272,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1985,664,1854679,35.80134352090038,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1986,791,1906263,41.49479898628888,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1987,975,1973492,49.40481136989661,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1988,1149,2039771,56.329852713858564,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1989,1510,2102863,71.8068652118564,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1990,1766,2165697,81.54418646745135,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1991,2008,2229548,90.06309799116234,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1992,2216,2294607,96.57427175982642,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1993,2369,2361074,100.33569468809533,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1994,2767,2430501,113.84484104306067,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1995,3001,2501907,119.94850328169672,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1996,3309,2573444,128.58255318553657,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1997,3399,2643616,128.5738927287473,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1998,3788,2715352,139.50309204847105,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,1999,3643,2776465,131.2100098506554,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2000,3499,2836940,123.33711675255734,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2001,3490,2903761,120.18895494498342,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2002,3555,2960774,120.06995468076929,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2003,3894,3001136,129.75086767144174,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2004,3655,3015259,121.21678436247102,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2005,3771,3049867,123.64473598356913,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2006,3843,3112155,123.48356685319337,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2007,3923,3154365,124.36734493313234,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2008,4091,3214073,127.28397892642761,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2009,4592,3285475,139.76670040100745,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2010,4717,3364111,140.2153496124236,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2011,4939,3439265,143.60626471062858,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2012,5500,3498769,157.19814597648485,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2013,5493,3574425,153.6750666191066,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2014,6089,3647967,166.9148871138363,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2015,6922,3702295,186.96511218041783,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2016,6916,3759232,183.97374782934386,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2017,7189,3817681,188.30803307033773,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2018,7358,3881154,189.5827890364567,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2019,7624,3952736,192.87905896067937,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2020,6877,4007280,171.6126649497914,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Hombres,2021,6824,4073128,167.53708697590648,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1980,293,2475332,11.836796033824957,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1981,352,2528137,13.923296087197805,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1982,351,2584400,13.58148893360161,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1983,641,2629964,24.37295719637227,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1984,805,2681698,30.018294379158277,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1985,1050,2739126,38.33339539692588,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1986,1306,2801065,46.62512294430868,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1987,1680,2878551,58.362697065294306,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1988,1911,2958475,64.59408986048555,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1989,2463,3032296,81.22557956083443,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1990,3225,3109970,103.69874950562225,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1991,4000,3186139,125.54380081973824,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1992,4164,3262630,127.62709838381919,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1993,4707,3343367,140.7862194009811,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1994,5269,3427229,153.7393620327092,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1995,5969,3513749,169.87553749570617,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1996,6497,3597952,180.57494930449323,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1997,6985,3680634,189.77708731702202,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1998,7614,3767437,202.100260734287,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,1999,7445,3840517,193.85410870463534,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2000,7303,3912891,186.63949494120843,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2001,7431,3994792,186.017194387092,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2002,7658,4065821,188.35064308045042,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2003,8625,4118108,209.4408403082192,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2004,7704,4139000,186.13191592172024,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2005,8290,4180461,198.30348853870422,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2006,7844,4250166,184.5574972836355,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2007,8012,4297068,186.4527161310922,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2008,8525,4363318,195.3788378477113,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2009,9423,4441642,212.15127198454985,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2010,9654,4528679,213.17474698471676,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2011,9940,4612933,215.48112664979092,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2012,11197,4675622,239.47615953556553,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2013,11116,4758563,233.59993342527986,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2014,12241,4839814,252.92294290648357,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2015,14021,4897557,286.285590958921,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2016,13721,4960687,276.59475391210935,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2017,14223,5022684,283.17529034277294,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2018,14658,5091496,287.8918101870256,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2019,14943,5173068,288.86146480193185,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2020,14440,5236250,275.7698734781571,V. Mentales
046-049  V.Trastornos mentales y del comportamiento,Mujeres,2021,13250,5313145,249.38148685947777,V. Mentales
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1980,897,1703406,52.65920162310101,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1981,804,1731649,46.429732584374776,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1982,897,1763122,50.87566260304165,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1983,944,1786792,52.83211476209878,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1984,905,1816834,49.81192558043278,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1985,1006,1854679,54.241192141605104,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1986,1033,1906263,54.18979437779572,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1987,1174,1973492,59.48846004949603,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1988,1296,2039771,63.536544053229505,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1989,1328,2102863,63.15199801413596,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1990,1522,2165697,70.27760577772422,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1991,1552,2229548,69.61052195332866,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1992,1606,2294607,69.99019875734712,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1993,1765,2361074,74.7541161352842,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1994,2014,2430501,82.86357421782587,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1995,2150,2501907,85.9344492021486,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1996,2274,2573444,88.36407553457546,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1997,2360,2643616,89.27166426591457,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1998,2791,2715352,102.78593714553399,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,1999,3476,2776465,125.19516723603576,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2000,3547,2836940,125.02908062912857,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2001,3965,2903761,136.54705053205137,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2002,4148,2960774,140.09850127027593,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2003,4863,3001136,162.03864136780206,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2004,4731,3015259,156.9019444100822,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2005,5174,3049867,169.64674197268275,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2006,5239,3112155,168.3399445079053,VI-VIII. Nerviosas
